gameId,playId,frameId,iou,overlap_coefficient,weighted_overlap,pff_manZone
2022091105,1170,99,0.143641289,0.292899326,0.293060118,Zone
2022091105,1170,100,0.139918473,0.278750269,0.287851928,Zone
2022091105,1170,101,0.1350923,0.275566211,0.28038029,Zone
2022091105,1170,102,0.129139561,0.252533336,0.262121263,Zone
2022091105,1170,103,0.128106432,0.246045404,0.256941445,Zone
2022091105,1170,104,0.121302676,0.245344057,0.235940489,Zone
2022091105,1170,105,0.126915932,0.256800085,0.247767342,Zone
2022091105,1170,106,0.117618981,0.225073518,0.222702479,Zone
2022091105,1170,107,0.113249253,0.214901078,0.206859061,Zone
2022091500,3061,67,0.205710155,0.420634144,0.38573643,Zone
2022091500,3061,68,0.207035567,0.437657256,0.387714834,Zone
2022091500,3061,69,0.217689485,0.459195759,0.404143537,Zone
2022091500,3061,70,0.20526092,0.428798488,0.37017965,Zone
2022091500,3061,71,0.213707676,0.432773297,0.39093472,Zone
2022091500,3061,72,0.221250464,0.444571103,0.419656195,Zone
2022091500,3061,73,0.226561125,0.444895795,0.422649634,Zone
2022091500,3061,74,0.228348466,0.463018583,0.423646477,Zone
2022091500,3061,75,0.214452497,0.431072119,0.404427307,Zone
2022091500,3061,76,0.220686661,0.433925028,0.406286187,Zone
2022091500,3061,77,0.206610474,0.412876909,0.386326546,Zone
2022091500,3061,78,0.210911472,0.426386383,0.384476832,Zone
2022091500,3061,79,0.213849475,0.410460558,0.409335881,Zone
2022091500,3061,80,0.219504433,0.456542766,0.408696541,Zone
2022091500,3061,81,0.217180919,0.437885992,0.397708921,Zone
2022091500,3061,82,0.219774674,0.412244089,0.412202125,Zone
2022091500,3061,83,0.213827302,0.420169795,0.400633124,Zone
2022091500,3061,84,0.213626588,0.435324859,0.402234565,Zone
2022091500,3061,85,0.215706993,0.427195151,0.407598473,Zone
2022091500,3061,86,0.226663771,0.473511356,0.432718171,Zone
2022091500,3061,87,0.20300087,0.416752103,0.383987643,Zone
2022091500,3061,88,0.200514724,0.434621619,0.368038749,Zone
2022091500,3061,89,0.205011766,0.446017276,0.379576584,Zone
2022091500,3061,90,0.205284134,0.481907896,0.38442134,Zone
2022091500,3061,91,0.20460813,0.430079543,0.376422882,Zone
2022091500,3061,92,0.206772868,0.443315737,0.367231623,Zone
2022091500,3061,93,0.193611306,0.384725135,0.345203995,Zone
2022091500,3061,94,0.205164787,0.425004559,0.352077495,Zone
2022091500,3061,95,0.189041593,0.385846724,0.329554962,Zone
2022091500,3061,96,0.196229655,0.420915272,0.343315412,Zone
2022091500,3061,97,0.190352656,0.412039126,0.332269134,Zone
2022091500,3061,98,0.186241682,0.438284031,0.324084013,Zone
2022091500,3061,99,0.192994517,0.45914423,0.342881362,Zone
2022091500,3061,100,0.182873309,0.462844421,0.324669354,Zone
2022091500,3061,101,0.190194741,0.481229721,0.340878209,Zone
2022091500,3061,102,0.183394785,0.438425371,0.32227596,Zone
2022091500,3061,103,0.191397039,0.460967184,0.336934656,Zone
2022091500,3061,104,0.176923678,0.462838789,0.31216927,Zone
2022091500,3061,105,0.183009593,0.421096942,0.31789762,Zone
2022091500,3061,106,0.171388521,0.416196862,0.298372513,Zone
2022091500,3061,107,0.188968507,0.438363264,0.336979265,Zone
2022100212,2139,8,0.176612459,0.353725432,0.325716715,Zone
2022100212,2139,9,0.187420944,0.374358754,0.343632756,Zone
2022100212,2139,10,0.181317835,0.37348682,0.344849971,Zone
2022100212,2139,11,0.188579647,0.382396887,0.357127209,Zone
2022100212,2139,12,0.193434083,0.384918365,0.361911996,Zone
2022100212,2139,13,0.197023014,0.402390207,0.377496685,Zone
2022100212,2139,14,0.196131796,0.381828549,0.378434579,Zone
2022100212,2139,15,0.193285623,0.386774003,0.3691498,Zone
2022100212,2139,16,0.202071491,0.408327589,0.383358598,Zone
2022100212,2139,17,0.204071039,0.406095857,0.389699565,Zone
2022100212,2139,18,0.196134132,0.402892057,0.381636472,Zone
2022100212,2139,19,0.207154926,0.427426025,0.408356238,Zone
2022100212,2139,20,0.201640351,0.414430642,0.39727529,Zone
2022100212,2139,21,0.196764426,0.401842968,0.397107091,Zone
2022100212,2139,22,0.219881477,0.440723232,0.429530842,Zone
2022100212,2139,23,0.204631724,0.447417273,0.408361316,Zone
2022100212,2139,24,0.202500713,0.427849704,0.397778806,Zone
2022100212,2139,25,0.221547653,0.440307091,0.431073053,Zone
2022100212,2139,26,0.212981869,0.432718638,0.423926525,Zone
2022100212,2139,27,0.206698285,0.431583181,0.411093808,Zone
2022100212,2139,28,0.212017642,0.421097891,0.411884792,Zone
2022100212,2139,29,0.21385831,0.452017231,0.422005488,Zone
2022100212,2139,30,0.213593114,0.477413219,0.431188041,Zone
2022100212,2139,31,0.214144002,0.429592437,0.412013488,Zone
2022100212,2139,32,0.202992457,0.418781475,0.400959068,Zone
2022100212,2139,33,0.220283652,0.461034452,0.443856364,Zone
2022100212,2139,34,0.20678388,0.407554891,0.415482995,Zone
2022100212,2139,35,0.222894421,0.468064034,0.446408071,Zone
2022100212,2139,36,0.212651948,0.451308763,0.442346774,Zone
2022100212,2139,37,0.227850481,0.457851917,0.451481386,Zone
2022100212,2139,38,0.213692657,0.444136658,0.432829431,Zone
2022100212,2139,39,0.224488005,0.457083619,0.450059188,Zone
2022100212,2139,40,0.199861553,0.409764244,0.412905905,Zone
2022100212,2139,41,0.209315742,0.423200152,0.411895811,Zone
2022100212,2139,42,0.216692109,0.428417396,0.421292522,Zone
2022100212,2139,43,0.207010431,0.433981811,0.411824949,Zone
2022100212,2139,44,0.205703765,0.430203602,0.410705357,Zone
2022100212,2139,45,0.217567209,0.429063277,0.433262359,Zone
2022100212,2139,46,0.208826441,0.443094763,0.422127118,Zone
2022100212,2139,47,0.210687885,0.423879663,0.425197956,Zone
2022100212,2139,48,0.201417865,0.414011849,0.398322279,Zone
2022100212,2139,49,0.207200559,0.407598741,0.409230451,Zone
2022100212,2139,50,0.21687887,0.428712501,0.422048774,Zone
2022100212,2139,51,0.215539719,0.449188411,0.428139639,Zone
2022100212,2139,52,0.20779925,0.428327725,0.411888465,Zone
2022100212,2139,53,0.202170139,0.430263607,0.408592018,Zone
2022100212,2139,54,0.21262376,0.433083029,0.421025072,Zone
2022100212,2139,55,0.212483343,0.457327614,0.422322526,Zone
2022100212,2139,56,0.200631896,0.420753023,0.399586086,Zone
2022100212,2139,57,0.204715194,0.391816003,0.397902352,Zone
2022100212,2139,58,0.210464611,0.446725457,0.41568037,Zone
2022100212,2139,59,0.204011112,0.428605239,0.408754779,Zone
2022100212,2139,60,0.208504621,0.446752352,0.413500446,Zone
2022100212,2139,61,0.200132078,0.418600772,0.394165686,Zone
2022100212,2139,62,0.197686915,0.41776956,0.384622002,Zone
2022100212,2139,63,0.210003241,0.432491362,0.415912154,Zone
2022100212,2139,64,0.197737187,0.434786826,0.398128736,Zone
2022100212,2139,65,0.212803676,0.430556324,0.423936893,Zone
2022100212,2139,66,0.198501398,0.425531805,0.404153921,Zone
2022100212,2139,67,0.210106471,0.433531245,0.411024147,Zone
2022100212,2139,68,0.199232615,0.442184652,0.403189036,Zone
2022100212,2139,69,0.207284415,0.438728041,0.412851786,Zone
2022100212,2139,70,0.208237104,0.439247212,0.424976576,Zone
2022100212,2139,71,0.211601324,0.450113944,0.43189828,Zone
2022100212,2139,72,0.212274633,0.433708229,0.412946569,Zone
2022100212,2139,73,0.20277838,0.417264741,0.408711282,Zone
2022100212,2139,74,0.205574491,0.415218636,0.404819847,Zone
2022100212,2139,75,0.219033403,0.46672709,0.444427656,Zone
2022100212,2139,76,0.216257433,0.443252808,0.425167384,Zone
2022100212,2139,77,0.211090539,0.437687958,0.4167033,Zone
2022100212,2139,78,0.2072471,0.428271103,0.418087783,Zone
2022100212,2139,79,0.212415582,0.453945255,0.4230846,Zone
2022100212,2139,80,0.215310663,0.42781701,0.423299054,Zone
2022100212,2139,81,0.20875062,0.446861928,0.410027868,Zone
2022100212,2139,82,0.205283034,0.42708997,0.401676652,Zone
2022100212,2139,83,0.210853924,0.43376155,0.406814343,Zone
2022100212,2139,84,0.204607531,0.458504249,0.402922375,Zone
2022100212,2139,85,0.193918082,0.398250139,0.383574726,Zone
2022100212,2139,86,0.191494407,0.435499291,0.393009441,Zone
2022100212,2139,87,0.196551523,0.447687079,0.409034363,Zone
2022100212,2139,88,0.192856696,0.409263552,0.392926026,Zone
2022100212,2139,89,0.204923267,0.404830291,0.402992779,Zone
2022100212,2139,90,0.20137405,0.411739488,0.402425281,Zone
2022100212,2139,91,0.205636015,0.424613158,0.411388152,Zone
2022100212,2139,92,0.210862736,0.41916908,0.417980714,Zone
2022100212,2139,93,0.195064626,0.433047217,0.401491142,Zone
2022100212,2139,94,0.198850152,0.436158493,0.409103602,Zone
2022100212,2139,95,0.202480994,0.428416957,0.411906124,Zone
2022100212,2139,96,0.183759754,0.401658471,0.373597036,Zone
2022100212,2139,97,0.209370447,0.435169376,0.42051673,Zone
2022100212,2139,98,0.19844788,0.426292583,0.41172984,Zone
2022100212,2139,99,0.212141454,0.487316128,0.435093852,Zone
2022100212,2139,100,0.20861792,0.418783299,0.417193997,Zone
2022100212,2139,101,0.189547981,0.411704032,0.385216235,Zone
2022100212,2139,102,0.204491507,0.425506106,0.426394988,Zone
2022100212,2139,103,0.196234421,0.431010513,0.400038703,Zone
2022100212,2139,104,0.21061819,0.456886739,0.428085438,Zone
2022100212,2139,105,0.208085381,0.44614661,0.426752674,Zone
2022100212,2139,106,0.207245182,0.435956997,0.41723262,Zone
2022100212,2139,107,0.224530601,0.498575399,0.450609404,Zone
2022100212,2139,108,0.209785981,0.451864607,0.43101943,Zone
2022100212,2139,109,0.205964828,0.462185246,0.414291923,Zone
2022100212,2139,110,0.209265642,0.487492711,0.432493921,Zone
2022100212,2139,111,0.215177424,0.465591801,0.436615067,Zone
2022100212,2139,112,0.20932559,0.447506078,0.422990327,Zone
2022100212,2139,113,0.217689641,0.479210232,0.429209173,Zone
2022100212,2139,114,0.22156937,0.454066562,0.433425681,Zone
2022100212,2139,115,0.206647701,0.442802979,0.415233479,Zone
2022100212,2139,116,0.231787651,0.482003823,0.466573807,Zone
2022100212,2139,117,0.224364963,0.465933221,0.44506217,Zone
2022100212,2139,118,0.205011968,0.446610577,0.405530657,Zone
2022100212,2139,119,0.2152932,0.47033813,0.43411675,Zone
2022100212,2139,120,0.226313793,0.460239502,0.446572833,Zone
2022100212,2139,121,0.221587785,0.482546163,0.45184048,Zone
2022100212,2139,122,0.213711365,0.473537631,0.427465368,Zone
2022100212,2139,123,0.220357247,0.453897519,0.426630333,Zone
2022100212,2139,124,0.230628015,0.490234772,0.452409426,Zone
2022100212,2139,125,0.216104761,0.457613386,0.435896457,Zone
2022100212,2139,126,0.223163564,0.460763679,0.453688393,Zone
2022100212,2139,127,0.225735185,0.503814328,0.445664351,Zone
2022100212,2139,128,0.210689141,0.473177044,0.439190185,Zone
2022100212,2139,129,0.22677637,0.49094748,0.454744523,Zone
2022100212,2139,130,0.21741112,0.462005953,0.437619861,Zone
2022100212,2139,131,0.231418399,0.508625119,0.450666213,Zone
2022100212,2139,132,0.229092403,0.469197041,0.453565701,Zone
2022100212,2139,133,0.222880892,0.474269953,0.444370802,Zone
2022100212,2139,134,0.222949259,0.452499507,0.440634137,Zone
2022100212,2139,135,0.225155282,0.487649705,0.449947825,Zone
2022100212,2139,136,0.213852633,0.4463757,0.428179729,Zone
2022100212,2139,137,0.2215788,0.471234739,0.440709749,Zone
2022100212,2139,138,0.23190925,0.463464547,0.45579598,Zone
2022100212,2139,139,0.22087578,0.484480037,0.448624242,Zone
2022100212,2139,140,0.23030981,0.492321072,0.450768869,Zone
2022100212,2139,141,0.230428474,0.488094133,0.472172017,Zone
2022100212,2139,142,0.225793033,0.505374076,0.450490304,Zone
2022100212,2139,143,0.224458889,0.477209689,0.444647012,Zone
2022100212,2139,144,0.240167735,0.500050553,0.470660784,Zone
2022100212,2139,145,0.228466182,0.481223775,0.453343377,Zone
2022100212,2139,146,0.233874684,0.493264615,0.456298538,Zone
2022100212,2139,147,0.227104493,0.486930551,0.452834083,Zone
2022100212,2139,148,0.216878851,0.470469781,0.437950733,Zone
2022100212,2139,149,0.226599248,0.518242521,0.446827376,Zone
2022100212,2139,150,0.224331065,0.523683704,0.440443562,Zone
2022100212,2139,151,0.233439093,0.524066337,0.466488739,Zone
2022100212,2139,152,0.237878447,0.507536264,0.466456876,Zone
2022100212,2139,153,0.226889224,0.46630174,0.448479852,Zone
2022100212,2139,154,0.236842888,0.525152245,0.46452258,Zone
2022100212,2139,155,0.241878863,0.502478464,0.479713361,Zone
2022100212,2139,156,0.23289725,0.495682684,0.461775032,Zone
2022100212,2139,157,0.232066076,0.511622346,0.457301315,Zone
2022100212,2139,158,0.248923117,0.523357305,0.485638344,Zone
2022100212,2139,159,0.227490296,0.484229913,0.438257921,Zone
2022100212,2139,160,0.24289088,0.519364149,0.480590556,Zone
2022100212,2139,161,0.215505763,0.49272883,0.428266369,Zone
2022100212,2139,162,0.219398549,0.466577039,0.434905284,Zone
2022100212,2139,163,0.227200451,0.493412967,0.444004588,Zone
2022100212,2139,164,0.232749843,0.531108003,0.460875531,Zone
2022100212,2139,165,0.226590973,0.522034206,0.450702092,Zone
2022100212,2139,166,0.232259834,0.51530133,0.459086602,Zone
2022100212,2139,167,0.239353109,0.503694849,0.476070527,Zone
2022100212,2139,168,0.229213364,0.504323764,0.44566807,Zone
2022100212,2139,169,0.237290076,0.507451055,0.44850598,Zone
2022100212,2139,170,0.233352319,0.519554779,0.459907217,Zone
2022100212,2139,171,0.231487962,0.501222694,0.452233562,Zone
2022100212,2139,172,0.222910226,0.492426355,0.441604637,Zone
2022101000,1475,50,0.19317665,0.344664688,0.378387707,Man
2022101000,1475,51,0.210251709,0.379598491,0.400596947,Man
2022101000,1475,52,0.213791477,0.3971687,0.419303615,Man
2022101000,1475,53,0.216985194,0.381397645,0.423969579,Man
2022101000,1475,54,0.225901314,0.399617668,0.442499832,Man
2022101000,1475,55,0.210433833,0.361430554,0.419092062,Man
2022101000,1475,56,0.235371857,0.386253085,0.461474996,Man
2022101000,1475,57,0.225296392,0.383129729,0.446042241,Man
2022101000,1475,58,0.232098045,0.37900632,0.453479041,Man
2022101000,1475,59,0.248159616,0.400922475,0.48088996,Man
2022101000,1475,60,0.238807121,0.400363364,0.470507774,Man
2022101000,1475,61,0.227464683,0.381538971,0.44495863,Man
2022101000,1475,62,0.246877368,0.417969944,0.484166706,Man
2022101000,1475,63,0.248331747,0.410079145,0.482105698,Man
2022101000,1475,64,0.268905155,0.431762747,0.525065904,Man
2022101000,1475,65,0.238254578,0.386929712,0.467552189,Man
2022101000,1475,66,0.261206487,0.423171828,0.510290356,Man
2022101000,1475,67,0.251028006,0.417524018,0.501492396,Man
2022101000,1475,68,0.246843093,0.39921653,0.487191671,Man
2022101000,1475,69,0.240965052,0.403441209,0.468821829,Man
2022101000,1475,70,0.246551581,0.417790719,0.474821016,Man
2022101000,1475,71,0.246900543,0.405690005,0.485761882,Man
2022101000,1475,72,0.238536861,0.403923731,0.475304864,Man
2022101000,1475,73,0.236937087,0.399367914,0.470712665,Man
2022101000,1475,74,0.225565877,0.384390077,0.447678082,Man
2022101000,1475,75,0.24780855,0.400684793,0.48379191,Man
2022101000,1475,76,0.249245826,0.408697898,0.500144255,Man
2022101000,1475,77,0.235414048,0.385138261,0.464082698,Man
2022101000,1475,78,0.230801933,0.417988217,0.464375974,Man
2022101000,1475,79,0.236808884,0.404438107,0.471011832,Man
2022101000,1475,80,0.242260734,0.417875605,0.473457424,Man
2022101000,1475,81,0.24227097,0.439890057,0.486732437,Man
2022101000,1475,82,0.229457852,0.423513681,0.457030226,Man
2022101000,1475,83,0.235980806,0.425797583,0.474097478,Man
2022101000,1475,84,0.234906927,0.413161273,0.467131381,Man
2022101000,1475,85,0.2345829,0.427669789,0.453114184,Man
2022101000,1475,86,0.240391819,0.411268874,0.484078236,Man
2022101000,1475,87,0.239838641,0.431182919,0.467851168,Man
2022101000,1475,88,0.250756051,0.430267181,0.494426862,Man
2022101000,1475,89,0.241013693,0.407668337,0.469242433,Man
2022101000,1475,90,0.240036151,0.407184949,0.473098796,Man
2022101000,1475,91,0.240316556,0.400363856,0.481256422,Man
2022101000,1475,92,0.247745279,0.425445899,0.482505246,Man
2022101000,1475,93,0.2343669,0.390568143,0.47008657,Man
2022101000,1475,94,0.260418477,0.456603315,0.502326328,Man
2022101000,1475,95,0.24003406,0.438185756,0.479963979,Man
2022101000,1475,96,0.225580134,0.389809221,0.445786919,Man
2022101000,1475,97,0.2397038,0.39814093,0.47609327,Man
2022101000,1475,98,0.248402282,0.413138825,0.494987302,Man
2022101000,1475,99,0.250987712,0.41478077,0.500130592,Man
2022101000,1475,100,0.234062239,0.391331667,0.471069717,Man
2022101000,1475,101,0.231615414,0.383114005,0.453518182,Man
2022101000,1475,102,0.247273674,0.406905034,0.493521946,Man
2022101000,1475,103,0.242424026,0.412741624,0.485118181,Man
2022101000,1475,104,0.257221757,0.438841715,0.508093391,Man
2022101000,1475,105,0.253795656,0.409749669,0.497360084,Man
2022101000,1475,106,0.232118741,0.39702831,0.472129693,Man
2022101000,1475,107,0.235056863,0.410905021,0.480276831,Man
2022101000,1475,108,0.246837205,0.430823553,0.491151283,Man
2022101000,1475,109,0.245392055,0.462998145,0.50051714,Man
2022101000,1475,110,0.24129058,0.409117546,0.477775101,Man
2022101000,1475,111,0.238495512,0.401741249,0.479154824,Man
2022101000,1475,112,0.249749908,0.423827427,0.507207344,Man
2022101000,1475,113,0.236806704,0.423596904,0.470020786,Man
2022101000,1475,114,0.245896503,0.425888393,0.50864953,Man
2022101000,1475,115,0.250732395,0.417569488,0.506716574,Man
2022101000,1475,116,0.254776807,0.438682099,0.512781014,Man
2022101000,1475,117,0.226069664,0.408066063,0.455888699,Man
2022101000,1475,118,0.242747451,0.40702246,0.48300293,Man
2022101000,1475,119,0.263152144,0.45110506,0.526236916,Man
2022101000,1475,120,0.250098045,0.410752542,0.511048601,Man
2022101000,1475,121,0.242837535,0.392371503,0.496819551,Man
2022101000,1475,122,0.240761998,0.39975889,0.479990169,Man
2022101000,1475,123,0.230865627,0.403702892,0.458670965,Man
2022101000,1475,124,0.239528398,0.40518202,0.485126313,Man
2022101000,1475,125,0.255924646,0.433029277,0.520573782,Man
2022101000,1475,126,0.248159491,0.43249539,0.504020508,Man
2022101000,1475,127,0.236200191,0.408417196,0.474395002,Man
2022101000,1475,128,0.254359898,0.433798347,0.509056318,Man
2022101000,1475,129,0.236115618,0.396343946,0.480208194,Man
2022101000,1475,130,0.248332942,0.424302793,0.50443871,Man
2022101000,1475,131,0.227091748,0.399491014,0.458904847,Man
2022101000,1475,132,0.232863087,0.393003538,0.47331581,Man
2022101000,1475,133,0.249192599,0.420819241,0.500132625,Man
2022101000,1475,134,0.236507121,0.396326415,0.477444129,Man
2022101000,1475,135,0.231463554,0.408176979,0.475786055,Man
2022101000,1475,136,0.242263146,0.4249051,0.482721888,Man
2022101000,1475,137,0.219263703,0.401552111,0.448660225,Man
2022101000,1475,138,0.229554188,0.409613535,0.470698045,Man
2022101000,1475,139,0.246791023,0.424267505,0.492615024,Man
2022101000,1475,140,0.246518369,0.414058504,0.488722187,Man
2022101000,1475,141,0.233844982,0.418157064,0.470890434,Man
2022110601,601,58,0.254129586,0.409202888,0.466642756,Man
2022110601,601,59,0.255078133,0.415073454,0.481305232,Man
2022110601,601,60,0.26253974,0.436230977,0.479504197,Man
2022110601,601,61,0.25744142,0.442979213,0.465901336,Man
2022110601,601,62,0.260742074,0.425376058,0.469784899,Man
2022110601,601,63,0.251107661,0.432504691,0.44132041,Man
2022110601,601,64,0.251030752,0.433583872,0.437343982,Man
2022110601,601,65,0.262693669,0.447846058,0.454116707,Man
2022110601,601,66,0.250296841,0.456955776,0.44023034,Man
2022110601,601,67,0.25075199,0.45109874,0.439428489,Man
2022110601,601,68,0.242373311,0.451795329,0.417084639,Man
2022110601,601,69,0.254647152,0.465348924,0.436305108,Man
2022110601,601,70,0.239553351,0.474670527,0.408826272,Man
2022110601,601,71,0.250215201,0.473882553,0.439294421,Man
2022110601,601,72,0.248948249,0.496433526,0.427740011,Man
2022110601,601,73,0.240555625,0.482008706,0.429486897,Man
2022110601,601,74,0.256734815,0.480172147,0.441093697,Man
2022110601,601,75,0.249801214,0.50767363,0.447340453,Man
2022110601,601,76,0.237689938,0.493935637,0.435591449,Man
2022110601,601,77,0.235940485,0.506399038,0.442170286,Man
2022110601,601,78,0.235220433,0.527440442,0.45662334,Man
2022110601,601,79,0.236839602,0.520994685,0.464471238,Man
2022110601,601,80,0.240627973,0.539095658,0.484692178,Man
2022110601,601,81,0.238700779,0.550775456,0.490483133,Man
2022110601,601,82,0.235601879,0.543352587,0.492063729,Man
2022110601,601,83,0.229862003,0.503606454,0.468496494,Man
2022110601,601,84,0.254264746,0.557271171,0.520122409,Man
2022110601,601,85,0.253154233,0.536766466,0.525695728,Man
2022110601,601,86,0.255555312,0.536478898,0.541531805,Man
2022110601,601,87,0.246238971,0.541418889,0.525282993,Man
2022110601,601,88,0.265092577,0.588010156,0.572699656,Man
2022110601,601,89,0.243671312,0.565172084,0.531770663,Man
2022110601,601,90,0.241774184,0.588638511,0.531292022,Man
2022110601,601,91,0.257837801,0.58634231,0.550074413,Man
2022110601,601,92,0.242858049,0.586397027,0.535198403,Man
2022110601,601,93,0.245496326,0.578337401,0.541398004,Man
2022110601,601,94,0.233569237,0.571193421,0.521931432,Man
2022110601,601,95,0.238515315,0.566863546,0.519191965,Man
2022110601,601,96,0.228451952,0.545015541,0.507451284,Man
2022110601,601,97,0.229970044,0.573962243,0.522423586,Man
2022110601,601,98,0.238452598,0.583284971,0.538627139,Man
2022110601,601,99,0.231422057,0.564584561,0.524022556,Man
2022110601,601,100,0.23803241,0.576926006,0.531867027,Man
2022110601,601,101,0.224289769,0.574176692,0.508509123,Man
2022110601,601,102,0.233875245,0.55961936,0.524036965,Man
2022110601,601,103,0.232857157,0.592800212,0.542721706,Man
2022110601,601,104,0.23382121,0.579148194,0.533643642,Man
2022110601,601,105,0.238918349,0.575045187,0.545727517,Man
2022110601,601,106,0.226034528,0.57467197,0.534300884,Man
2022110601,601,107,0.226595586,0.57352529,0.531409753,Man
2022110601,601,108,0.240900336,0.580443619,0.56022441,Man
2022110601,601,109,0.250444088,0.583741251,0.570845541,Man
2022110601,601,110,0.257992505,0.552159206,0.584447788,Man
2022110601,601,111,0.273869221,0.581539071,0.621352909,Man
2022110601,601,112,0.265669968,0.523460187,0.598276673,Man
2022110601,601,113,0.267142311,0.51970133,0.60207979,Man
2022110601,601,114,0.28668828,0.534630415,0.633291755,Man
2022110601,601,115,0.282029234,0.520556194,0.625512877,Man
2022110601,601,116,0.275526295,0.478655997,0.617763797,Man
2022110601,601,117,0.295479745,0.506227486,0.655068317,Man
2022110601,601,118,0.297185198,0.488613595,0.649173678,Man
2022110601,601,119,0.293087389,0.498532605,0.645837561,Man
2022110601,601,120,0.280530057,0.498306491,0.628184234,Man
2022110601,601,121,0.270824916,0.483972996,0.595635021,Man
2022110601,601,122,0.270800102,0.500309281,0.595393948,Man
2022110601,601,123,0.268988055,0.489346524,0.588714441,Man
2022110601,601,124,0.259012313,0.490791154,0.574234901,Man
2022110601,601,125,0.286696948,0.529533632,0.61264698,Man
2022110601,601,126,0.275083927,0.533849344,0.60262977,Man
2022110601,601,127,0.264003667,0.519517595,0.575414594,Man
2022110601,601,128,0.255965113,0.509529612,0.549502918,Man
2022110601,601,129,0.268149791,0.552232526,0.57997179,Man
2022110601,601,130,0.256542242,0.503435224,0.550990981,Man
2022110601,601,131,0.261514098,0.502093327,0.567185798,Man
2022110601,601,132,0.251571052,0.540096505,0.559650685,Man
2022110601,601,133,0.252475639,0.499542707,0.553363079,Man
2022110601,601,134,0.253723808,0.484396463,0.544334905,Man
2022110601,601,135,0.254796291,0.487886036,0.546699207,Man
2022110601,601,136,0.245161291,0.475345306,0.532697619,Man
2022110601,601,137,0.257761492,0.493819009,0.559301284,Man
2022110601,601,138,0.262795639,0.512086912,0.568022769,Man
2022110601,601,139,0.265929649,0.485922083,0.589785305,Man
2022110601,601,140,0.258137318,0.444489184,0.568246225,Man
2022110601,601,141,0.254129966,0.432597837,0.567933019,Man
2022110601,601,142,0.251639063,0.461983429,0.557841912,Man
2022110601,601,143,0.246696398,0.450866151,0.550796496,Man
2022110601,601,144,0.249133802,0.444639393,0.554854093,Man
2022110601,601,145,0.249628088,0.442002231,0.561026652,Man
2022110601,601,146,0.261155313,0.444160338,0.59443198,Man
2022110601,601,147,0.254791893,0.427030166,0.573346934,Man
2022110601,601,148,0.257602638,0.414571842,0.588443902,Man
2022110601,601,149,0.260399521,0.440299635,0.586665124,Man
2022110601,601,150,0.25180073,0.408788626,0.572018204,Man
2022110601,601,151,0.262954303,0.430285022,0.603925827,Man
2022110601,601,152,0.272441436,0.451301084,0.620828278,Man
2022110601,601,153,0.26719058,0.43526965,0.605670682,Man
2022110601,601,154,0.264169336,0.438291534,0.606659076,Man
2022110601,601,155,0.274503212,0.445678827,0.624571405,Man
2022110601,601,156,0.274528319,0.453188383,0.618351518,Man
2022110601,601,157,0.264508189,0.465055826,0.609058076,Man
